track_name,artist_name,year,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence,language,mood,spotify_link
Vaanam Thoorammalae,Thaman S,2018,24,0.802,0.622,0.596,0.000152,8,0.0838,-8.188,0.0423,91.015,0.439,English,Neutral,https://open.spotify.com/track/3wjx2rUwWGmTJmSPX9tgPu
"Orae Oru (From ""All in All Azhagu Raja"")",Thaman S,2014,0,0.606,0.742,0.406,0.00159,10,0.147,-9.799,0.0394,114.006,0.409,Hindi,Neutral,https://open.spotify.com/track/1V2k1yifiWmOc33iG0CGFF
Orae Oru,Thaman S,2013,21,0.606,0.742,0.406,0.00159,10,0.147,-9.799,0.0394,114.006,0.409,Hindi,Neutral,https://open.spotify.com/track/0e2Ptz6Cy3dNNfNYU2m3N0
Sher Khul Gaye,Benny Dayal,2024,59,0.0219,0.88,0.63,0,0,0.0663,-6.719,0.0606,123.021,0.81,Hindi,Energetic,https://open.spotify.com/track/0VXBujZKMLLlmee25BXEQs
Fighter Mashup,Benny Dayal,2024,12,0.0109,0.348,0.916,1.77E-05,1,0.221,-3.376,0.0569,111.977,0.343,Hindi,Neutral,https://open.spotify.com/track/0ntPvgQxZQdxbZL3A5aHNA
Do Din Ki Hai Zindagani,Benny Dayal,2023,0,0.43,0.687,0.383,0,2,0.0936,-11.783,0.0611,124.94,0.482,Hindi,Neutral,https://open.spotify.com/track/1ckvky7xTSqwN0o2PI0YUL
I Am A Disco Dancer 2.0 (Club Mix),Benny Dayal,2022,1,0.0849,0.78,0.936,0.00114,11,0.096,-3.536,0.0917,125.017,0.569,Hindi,Energetic,https://open.spotify.com/track/36AK8RBHr7dVT74icWsOjT
Kaalam Na Preyasile,Benny Dayal,2016,35,0.00812,0.814,0.825,0.00213,11,0.0722,-6.839,0.0621,130.007,0.581,English,Energetic,https://open.spotify.com/track/64izv8ngFLbHMcOr4ebmJh
Ranveer Singh - The Powerhouse Mashup,Benny Dayal,2016,5,0.0952,0.713,0.85,0.000762,7,0.123,-6.976,0.0439,128.089,0.303,Hindi,Energetic,https://open.spotify.com/track/6wvaaHpwcnS65REPk68Efk
Solidarity Song Hindi - Celebrating India,Benny Dayal,2014,3,0.225,0.502,0.718,0,10,0.0695,-6.407,0.057,159.956,0.655,Hindi,Neutral,https://open.spotify.com/track/71vWYao61XSUagElTVZuhc
Yeh Jawaani Hai Deewani Mashup(Remix By Dj Chetas),Benny Dayal,2013,38,0.263,0.673,0.922,5.74E-06,6,0.0965,-3.895,0.0834,129.964,0.647,Hindi,Energetic,https://open.spotify.com/track/53B0ulrdBkRWe4XhJpB0zx
Hey Mr. DJ,Benny Dayal,2013,31,0.274,0.667,0.84,0,9,0.454,-4.666,0.0345,129.965,0.665,Hindi,Energetic,https://open.spotify.com/track/5jTlZXaSSsNuNEAQzEldlz
Lat Lag Gayee,Benny Dayal,2012,68,0.228,0.79,0.892,1.18E-06,10,0.206,-4.038,0.0404,131.991,0.896,Hindi,Happy,https://open.spotify.com/track/5XsoDbDt98b0FkFLOhsJuS
Daaru Desi,Benny Dayal,2012,63,0.194,0.703,0.781,0.000368,8,0.0928,-6.876,0.0468,94.014,0.679,Hindi,Energetic,https://open.spotify.com/track/5pAo2q7eVt65OSkwYgqhHl
Lat Lag Gayee - Jhankar,Benny Dayal,2012,20,0.0677,0.717,0.965,0,1,0.232,-2.144,0.0444,131.988,0.927,Hindi,Happy,https://open.spotify.com/track/57cG0UIaHBqax6EFAnvD56
Dil Banaane Waaleya,Arijit Singh,2024,58,0.541,0.519,0.443,0,2,0.0939,-8.208,0.032,139.835,0.24,Hindi,Neutral,https://open.spotify.com/track/6WlamJnq3oXCnA42XwEETX
Vida Karo,Arijit Singh,2024,41,0.952,0.304,0.197,3.24E-05,10,0.1,-11.795,0.0356,175.393,0.546,Hindi,Neutral,https://open.spotify.com/track/49lSJjrq7Uy9wIBmIl8UOQ
Halka Halka Sa,Arijit Singh,2024,56,0.632,0.749,0.485,0.00145,4,0.119,-11.702,0.0336,99.986,0.696,Hindi,Calm,https://open.spotify.com/track/2ZNLjSD4JEOsVppqoEZDV2
Love Mashup 2024,Arijit Singh,2024,40,0.421,0.52,0.623,4.09E-05,10,0.147,-7.355,0.0383,89.834,0.147,Hindi,Neutral,https://open.spotify.com/track/12TuIypC6Im9HYL2zNd4HD
Chhodunga Na,Arijit Singh,2024,31,0.852,0.385,0.324,0.000115,4,0.324,-10.803,0.0272,80.148,0.251,Hindi,Sad,https://open.spotify.com/track/1alf5LiB3VjgMEIkZVvgyt
Sajni,Arijit Singh,2024,47,0.827,0.428,0.413,9.35E-06,0,0.108,-7.783,0.0281,79.646,0.355,Hindi,Calm,https://open.spotify.com/track/5zCnGtCl5Ac5zlFHXaZmhy
Satranga Remix,Arijit Singh,2024,37,0.268,0.608,0.693,0,0,0.151,-4.808,0.0726,94.259,0.431,Hindi,Energetic,https://open.spotify.com/track/3VTDmG97JOst0xTU4qKR3f
"Pal Pal Dil Ke Paas - Title Track - From ""Pal Pal Dil Ke Paas""",Arijit Singh,2024,38,0.592,0.566,0.512,0,1,0.056,-7.185,0.0333,123.99,0.39,Hindi,Neutral,https://open.spotify.com/track/7DspiNppJdnNx1av4cJfUj
Zaalima,Arijit Singh,2024,37,0.309,0.487,0.898,0,9,0.0886,-3.791,0.172,88.349,0.65,Hindi,Neutral,https://open.spotify.com/track/1J9vyEntJ79CppvgUxJs75
Ve Maahi,Arijit Singh,2024,35,0.405,0.651,0.551,0,0,0.219,-6.906,0.0274,102.935,0.294,Hindi,Neutral,https://open.spotify.com/track/0dHg4NQZ1cq17s5XgQTaoC
Jaan 'Nisaar,Arijit Singh,2024,37,0.478,0.481,0.392,0,4,0.122,-8.2,0.0246,91.793,0.257,Hindi,Sad,https://open.spotify.com/track/17cYtwy8kdB6e6b2EBTn4M
Dil,Arijit Singh,2024,26,0.902,0.735,0.129,0,10,0.163,-13.078,0.0448,109.651,0.635,Hindi,Neutral,https://open.spotify.com/track/3W1XPf7mvuQcWQB7U7MbTM
Dekha Hazaro Dafaa,Arijit Singh,2024,36,0.904,0.409,0.277,0,7,0.209,-8.844,0.0305,143.751,0.345,Hindi,Sad,https://open.spotify.com/track/0Xsokp10GYOJrrf0Uviv2w
Qaafirana,Arijit Singh,2024,35,0.0722,0.413,0.433,0,4,0.123,-8.958,0.042,169.954,0.208,Hindi,Neutral,https://open.spotify.com/track/7BCp5hEiiDSmXsxsXkvYff
Main Hoon Saath Tere,Arijit Singh,2024,34,0.64,0.599,0.634,0.000367,8,0.101,-7.485,0.0438,81.994,0.736,Hindi,Neutral,https://open.spotify.com/track/6Rb23kYAiuHBXaNgwCYdiR
Satranga,Arijit Singh,2024,30,0.735,0.273,0.405,0,0,0.189,-5.81,0.0298,89.48,0.534,Hindi,Calm,https://open.spotify.com/track/3yHyiUDJdz02FZ6jfUbsmY
Sukoon Mila,Arijit Singh,2024,33,0.561,0.635,0.376,0,9,0.0919,-8.356,0.0296,123.947,0.522,Hindi,Neutral,https://open.spotify.com/track/1cSgKCsIM5WCzlLgRkY0Ov
Aaj Se Teri,Arijit Singh,2024,33,0.643,0.708,0.561,2.23E-06,9,0.202,-5.923,0.0341,79.994,0.856,Hindi,Neutral,https://open.spotify.com/track/0EwRpK9wY6lHfcJSt82w4x
Ve Kamleya - LoFi Flip,Arijit Singh,2024,23,0.575,0.332,0.449,0,11,0.125,-8.647,0.0667,76.419,0.178,Hindi,Calm,https://open.spotify.com/track/0HAzomtUzpfUHiYxkLTQez
Hearts On Fire Valentine's Day Love Melodies Mashup,Arijit Singh,2024,29,0.387,0.632,0.591,0,0,0.364,-6.243,0.0273,124.961,0.376,Hindi,Neutral,https://open.spotify.com/track/3CumCace78HHcqbBEfTT2D
"Tere Sang Ishq Hua (From ""Yodha"")",Arijit Singh,2024,33,0.398,0.581,0.645,0,11,0.0808,-7.091,0.0782,80.128,0.413,Hindi,Neutral,https://open.spotify.com/track/2BJCgb5RvPSLBsx6UYfJV2
Phir Aur Kya Chahiye - Lofi Flip,Arijit Singh,2024,15,0.7,0.372,0.424,2.84E-06,4,0.323,-10.154,0.0661,93.446,0.0741,Hindi,Calm,https://open.spotify.com/track/69G3qmtPNhpgQM5txM5sZB
Bharat Ki Beti - Lofi Mix by Artist L3AD,Arijit Singh,2024,23,0.742,0.484,0.553,0.157,0,0.165,-7.831,0.0351,79.976,0.233,Hindi,Neutral,https://open.spotify.com/track/2HEy4rSX0stBpvTzP548TL
Eeche Joto (Melodic Deep House),Arijit Singh,2024,13,0.295,0.769,0.821,0,2,0.112,-7.589,0.0976,120.042,0.415,Hindi,Energetic,https://open.spotify.com/track/3tjzJwpeIesadymXx5TLsg
Bollywood Non-Stop Dance Remix,Arijit Singh,2024,22,0.00419,0.732,0.86,4.17E-06,9,0.339,-7.818,0.0636,135.005,0.597,Hindi,Energetic,https://open.spotify.com/track/1EVMYo1S6Ofhy1346zRrmR
Mon Majhi Re X Sun Le Zara (Synthwave Mix),Arijit Singh,2024,12,0.00145,0.53,0.743,0,2,0.081,-5.571,0.0363,96.007,0.156,Hindi,Neutral,https://open.spotify.com/track/6mmbQoFtomJoCh1FAH9peZ
Ve Kamleya - Chillout Mix,Arijit Singh,2024,16,0.868,0.603,0.565,0.004,2,0.107,-7.707,0.0391,90.008,0.243,Hindi,Neutral,https://open.spotify.com/track/3DlzkY4ccsdNc4DP6qWgQk
Tum Kya Mile - Low Fidelity,Arijit Singh,2024,16,0.527,0.562,0.561,0,2,0.572,-10.726,0.0571,89.991,0.348,Hindi,Neutral,https://open.spotify.com/track/48AAO6K5ih2N1xs5XohoC9
Phir Aur Kya Chahiye - Upbeat Remix,Arijit Singh,2024,12,0.77,0.62,0.531,2.11E-06,4,0.154,-11.075,0.0472,110,0.389,Hindi,Neutral,https://open.spotify.com/track/5vLI262hMpDkEh3b9q4sZs
Valentine Day - Mashup,Arijit Singh,2024,10,0.295,0.636,0.629,0,5,0.115,-8.731,0.029,94.007,0.365,Hindi,Energetic,https://open.spotify.com/track/6PlJVu48EBsown7fpG4ErS
Tum Kya Mile - Reggeton Mix,Arijit Singh,2024,10,0.227,0.587,0.721,0,7,0.133,-6.48,0.0446,100.056,0.461,Hindi,Neutral,https://open.spotify.com/track/0AdJLV5LiCWFeDFmlc0yKU
Milne Hai Mujhse Aayi - Driving Techno Mix,Arijit Singh,2024,15,0.00406,0.573,0.749,0,11,0.261,-5.04,0.0755,143.841,0.14,Hindi,Neutral,https://open.spotify.com/track/6h3DWOw3N1ln8qoOWdsgX9
Phir Aur Kya Chahiye - Bass Chill Lofi,Arijit Singh,2024,11,0.281,0.385,0.569,0.000124,1,0.181,-6.464,0.075,99.954,0.129,Hindi,Neutral,https://open.spotify.com/track/4ahpmO9QBuBheYgdQp3AzL
Ve Kamleya - Synthwave Mix,Arijit Singh,2024,8,0.444,0.654,0.7,0.0363,2,0.058,-8.685,0.0318,99.983,0.394,Hindi,Energetic,https://open.spotify.com/track/7yT0Seg8CdQvFMqhh7rCFM
Year End Lofi Mix,Arijit Singh,2024,20,0.035,0.202,0.853,0.0151,2,0.18,-7.679,0.105,89.77,0.295,Hindi,Neutral,https://open.spotify.com/track/5HJZEyyra9wo9HKebnJ3zX
Sun Bhi Le - Lofi,Arijit Singh,2024,7,0.929,0.516,0.461,0.537,9,0.142,-10.114,0.026,90.091,0.209,Hindi,Calm,https://open.spotify.com/track/52mNZ6T8yve2bokp1CBfDI
Ve Kamleya - Chill Beats,Arijit Singh,2024,11,0.843,0.338,0.535,0.0689,1,0.13,-7.413,0.0574,87.611,0.225,Hindi,Neutral,https://open.spotify.com/track/7hxBumEHe3MosyD09t2E4X
Tum Kya Mile - Chill Flip,Arijit Singh,2024,10,0.503,0.607,0.618,0,7,0.115,-7.337,0.0326,95.031,0.198,Hindi,Energetic,https://open.spotify.com/track/5kT9mcsyx6UxvBen0t50mC
Ve Kamleya - Chill Flip,Arijit Singh,2024,10,0.783,0.625,0.654,0.00718,2,0.256,-5.998,0.037,89.947,0.244,Hindi,Energetic,https://open.spotify.com/track/44ntr1e1LqYQyECDzwLw4w
Raat Akeli Thi (Remix),Arijit Singh,2024,10,0.0132,0.629,0.674,0.00497,0,0.105,-7.278,0.0488,126.988,0.563,Hindi,Energetic,https://open.spotify.com/track/7tZ0Zb1V0UHgKXU2gtfaUW
Adi Enti Okkasari - Sleep Lofi,Arijit Singh,2024,1,0.0326,0.606,0.335,0.000148,0,0.906,-16.002,0.038,79.989,0.22,Hindi,Sad,https://open.spotify.com/track/442h8dYkkAmCAga75Bk4F4
Phir Aur Kya Chahiye - Analogue Mix,Arijit Singh,2024,4,0.707,0.58,0.422,0.00855,1,0.245,-11.413,0.0325,95.049,0.225,Hindi,Calm,https://open.spotify.com/track/3zb81yKgHvoda4GqBuPr4X
Phir Aur Kya Chahiye - Deep House Mix,Arijit Singh,2024,7,0.827,0.44,0.557,1.76E-06,4,0.129,-7.27,0.0679,100.308,0.405,Hindi,Neutral,https://open.spotify.com/track/1veZzX40ANmcgAf6TPyzSd
Ve Kamleya - Chill Lofi,Arijit Singh,2024,3,0.442,0.549,0.563,0.58,0,0.123,-11.037,0.0419,156.864,0.3,Hindi,Neutral,https://open.spotify.com/track/0wT7gOvpUXSR7d94s70beS
Ve Kamleya - Lofi Remix,Arijit Singh,2024,10,0.292,0.468,0.417,0,2,0.107,-10.176,0.0339,75.03,0.121,Hindi,Calm,https://open.spotify.com/track/0nrrsujMVqjEMI7h3XLcIs
Mamo Chiite,Arijit Singh,2024,17,0.258,0.637,0.482,3.91E-06,11,0.0929,-7.268,0.0402,140.007,0.438,Hindi,Neutral,https://open.spotify.com/track/16QrNHaL8dbtz7hXQ6HJgJ
What Jhumka - Chill Flip,Arijit Singh,2024,1,0.612,0.818,0.596,1.14E-06,9,0.243,-6.992,0.0377,107.937,0.672,Hindi,Neutral,https://open.spotify.com/track/2QSmLqLQWOsy8ZuJvMLVnY
Sun Bhi Le - Chill Trap,Arijit Singh,2024,3,0.814,0.671,0.391,0,0,0.114,-11.39,0.0314,90.021,0.504,Hindi,Calm,https://open.spotify.com/track/1v4ZLVl6N5Yc4AthQmPx68
Tum Kya Mile - Sleep Mix,Arijit Singh,2024,7,0.735,0.469,0.468,0,4,0.0558,-10.521,0.0675,80.538,0.291,Hindi,Calm,https://open.spotify.com/track/19qilJX6ICOqmPYXbI0qjn
Phir Aur Kya Chahiye - Future Bass Mix,Arijit Singh,2024,2,0.465,0.614,0.733,1.16E-06,1,0.0698,-6.901,0.214,160.042,0.576,Hindi,Energetic,https://open.spotify.com/track/79BQe9XQw8u3pwa2ROTllp
Tum Hi Ho Remix,Arijit Singh,2024,3,0.887,0.461,0.357,0,8,0.0844,-7.805,0.0318,94.874,0.168,Hindi,Sad,https://open.spotify.com/track/0d7cAnv2jF9H0pqNhovl7f
"Chaleya (From ""Jawan"")",Arijit Singh,2024,2,0.393,0.575,0.845,0.0107,0,0.131,-5.28,0.0852,95.047,0.439,Hindi,Neutral,https://open.spotify.com/track/4nc6XiUze2Yh7wFueGOPv7
Teri Yaad,Arijit Singh,2024,13,0.723,0.601,0.212,1.90E-06,0,0.21,-12.562,0.0343,138.088,0.314,Hindi,Sad,https://open.spotify.com/track/4HCh7uiSv1cwmtkoahFP8k
Ve Kamleya - Study and Chill,Arijit Singh,2024,6,0.585,0.264,0.353,0.954,2,0.229,-17.346,0.104,77.671,0.335,Hindi,Sad,https://open.spotify.com/track/2zYPv7vkpiYQmcTVsbHiu0
Pal - Chill Trap,Arijit Singh,2024,7,0.37,0.654,0.498,0.0457,7,0.133,-8.121,0.0311,94.983,0.447,Hindi,Calm,https://open.spotify.com/track/4stm33H6pW5Z49s40h9UYy
Phir Aur Kya Chahiye - Sundowner Remix,Arijit Singh,2024,5,0.65,0.609,0.659,0.000135,4,0.171,-8.42,0.0374,125.854,0.328,Hindi,Energetic,https://open.spotify.com/track/1tjBOtA9i2qAzLLUDIad04
Baundule Ghuri - LoFi,Arijit Singh,2024,19,0.879,0.498,0.414,2.09E-05,3,0.0782,-10.496,0.0364,119.426,0.111,Hindi,Neutral,https://open.spotify.com/track/23WenLaBGsDWNI2oNCQCCU
Jebhabe Jalabi Jwalbo,Arijit Singh,2024,12,0.596,0.256,0.684,5.32E-05,0,0.104,-5.439,0.0513,82.073,0.423,Hindi,Neutral,https://open.spotify.com/track/39O3mLpiBATJrjp84PGzD7
Sun Bhi Le X Jaadu Hai Nasha Hai,Arijit Singh,2024,3,0.552,0.627,0.638,0,0,0.295,-9.348,0.135,95.105,0.606,Hindi,Energetic,https://open.spotify.com/track/4v2JMtHR8KllNRXSvIQ6aq
Ore Manwa Re Lofi Mix,Arijit Singh,2024,16,0.688,0.426,0.566,0.000119,7,0.348,-9.282,0.0483,109.273,0.429,Hindi,Neutral,https://open.spotify.com/track/5mets7x7XsDUJdxtbcF5QS
Ve Kamleya - Dholki Lofi,Arijit Singh,2024,8,0.025,0.295,0.458,0,11,0.145,-13.434,0.128,173.353,0.135,Hindi,Neutral,https://open.spotify.com/track/5izBCXuXjMjpo4WyZoyfJB
Tera Hua - Sped Up,Arijit Singh,2024,2,0.685,0.493,0.438,0,2,0.282,-5.16,0.0278,92.567,0.444,Hindi,Calm,https://open.spotify.com/track/52bUhokCLGdoNcq1J0gy1v
Tum Kya Mile - Chill Lofi,Arijit Singh,2024,7,0.203,0.56,0.408,0,2,0.0756,-9.815,0.0347,81.986,0.138,Hindi,Calm,https://open.spotify.com/track/64yoeZDwUuHD2QqnjiThMY
Phir Aur Kya Chahiye - DJ Nyk Remix,Arijit Singh,2024,5,0.151,0.709,0.629,0.0218,4,0.218,-7.555,0.0336,118.003,0.347,Hindi,Energetic,https://open.spotify.com/track/10suN4sp5D6e10rt77AwTM
"Lutt Putt Gaya (From ""Dunki"")",Arijit Singh,2024,3,0.465,0.655,0.803,4.29E-05,9,0.0499,-7.472,0.179,90.973,0.651,Hindi,Energetic,https://open.spotify.com/track/72Z2D7jpKevicRkyL45mbw
"Pyaar Hota Kayi Baar Hai (From ""Tu Jhoothi Main Makkaar"")",Arijit Singh,2024,1,0.138,0.772,0.767,0,0,0.557,-4.792,0.0381,122.024,0.866,Hindi,Happy,https://open.spotify.com/track/2vPrBucKCfKmafHhSfJ2pt
"O Maahi (From ""Dunki"")",Arijit Singh,2024,3,0.562,0.616,0.669,0,1,0.177,-6.836,0.0349,116.973,0.475,Hindi,Energetic,https://open.spotify.com/track/0qQ4IdhjzNr0gJhdMTf2n3
Pal - Analogue Mix,Arijit Singh,2024,4,0.914,0.666,0.367,0,7,0.0814,-9.002,0.0261,82.957,0.526,Hindi,Calm,https://open.spotify.com/track/12DhcUE63PSeDzHFW0k9iq
What Jhumka? - Dance Mix,Arijit Singh,2024,3,0.412,0.828,0.911,0,7,0.0874,-7.392,0.241,119.976,0.651,Hindi,Energetic,https://open.spotify.com/track/6srEFiYzFm8811WNp4CZUp
Salte,Arijit Singh,2024,0,0.784,0.436,0.357,5.14E-05,11,0.101,-11.023,0.0328,95.151,0.294,Hindi,Sad,https://open.spotify.com/track/0OGDdpTSFjo2W1UVSxIhRP
Pal - Melodic Lofi,Arijit Singh,2024,0,0.783,0.587,0.312,7.42E-06,7,0.42,-14.204,0.0299,90.282,0.0594,Hindi,Sad,https://open.spotify.com/track/5kkHvptBU1QIRssvVscdBz
"Sawan Aaya Hai (From ""Creature 3D"")",Arijit Singh,2024,0,0.26,0.515,0.671,1.49E-06,10,0.14,-7.51,0.159,80.181,0.376,Hindi,Neutral,https://open.spotify.com/track/4WMHDpmfuLwM2Ty8KQXZjN
"Tumhe Kitna Pyaar Karte (From ""Bawaal"")",Arijit Singh,2024,0,0.924,0.602,0.374,7.53E-06,10,0.084,-9.849,0.0328,101.855,0.388,Hindi,Sad,https://open.spotify.com/track/03hJuEQpEQERrHpjcXKWzJ
"Satranga (From ""Animal"")",Arijit Singh,2024,0,0.735,0.273,0.405,0,0,0.189,-5.81,0.0298,89.48,0.534,Hindi,Calm,https://open.spotify.com/track/3yHyiUDJdz02FZ6jfUbsmY
"Oonchi Oonchi Deewarein (From ""Yaariyan 2"")",Arijit Singh,2024,0,0.533,0.263,0.616,0,5,0.086,-5.17,0.0398,78.353,0.298,Hindi,Neutral,https://open.spotify.com/track/4EAxNKJQEIIcivG82cU5LM
"Har Har Gange (From ""Batti Gul Meter Chalu"")",Arijit Singh,2024,7,0.544,0.409,0.388,6.30E-05,9,0.416,-11.959,0.0293,107.722,0.108,Hindi,Sad,https://open.spotify.com/track/3hBdMmKw8gvYG6VgCpj32T
Mamo Chiite - Arijit Singh,Arijit Singh,2024,4,0.201,0.654,0.513,3.40E-05,11,0.0888,-7.629,0.0479,139.993,0.307,Hindi,Neutral,https://open.spotify.com/track/16QrNHaL8dbtz7hXQ6HJgJ
Ki Honda Pyaar - Arijit Singh Version,Arijit Singh,2024,3,0.592,0.585,0.633,3.49E-05,3,0.0996,-6.216,0.0414,76.004,0.374,Hindi,Neutral,https://open.spotify.com/track/0gv92yge8VqR7g9cCEkrlf
Phir Aur Kya Chahiye - Chill Beats,Arijit Singh,2024,0,0.253,0.577,0.586,0.741,1,0.122,-9.108,0.0353,92.022,0.22,Hindi,Neutral,https://open.spotify.com/track/0kpPRF3LCFQAMDUsJw5NBS
Tum Kya Mile - Lofi,Arijit Singh,2024,2,0.829,0.38,0.765,0.0334,5,0.505,-8.524,0.0467,80.845,0.378,Hindi,Neutral,https://open.spotify.com/track/11F0f0fjKVTs4XXQsjNIEp
"Galti Se Mistake (From ""Jagga Jasoos"")",Arijit Singh,2024,0,0.0173,0.438,0.797,0,11,0.164,-4.395,0.227,195.237,0.71,Hindi,Happy,https://open.spotify.com/track/7fUMIEn7H6OYDOMQRMm1at
"Ore Manwa Re Lofi Mix (From ""Ore Manwa Re Lofi Mix"")",Arijit Singh,2024,0,0.688,0.426,0.566,0.000119,7,0.348,-9.282,0.0483,109.273,0.429,Hindi,Neutral,https://open.spotify.com/track/740DZlNHlkctarvLkhb6YZ
Tum Hi Ho (Piano House Mix),Arijit Singh,2024,1,0.0693,0.583,0.854,2.33E-05,5,0.0771,-5.261,0.0324,125.022,0.382,Hindi,Neutral,https://open.spotify.com/track/1UsK2gqBemgQQUnZGoqtmj
Tujhe Kitna Chahne Lage Remix,Arijit Singh,2024,2,0.718,0.652,0.388,3.87E-06,0,0.108,-5.619,0.039,79.974,0.383,Hindi,Sad,https://open.spotify.com/track/0ZZb9Hic7TgyPymKYHTFWE
"Desh Mere (From ""Bhuj The Pride Of India"")",Arijit Singh,2024,0,0.537,0.406,0.504,0,3,0.109,-7.444,0.0646,77.796,0.495,Hindi,Neutral,https://open.spotify.com/track/3Rhf88w7DslMK6iJNQ1WNs
Akhiyaan Milavanga,Arijit Singh,2024,1,0.736,0.326,0.603,4.05E-06,3,0.0677,-5.882,0.11,193.485,0.475,Hindi,Neutral,https://open.spotify.com/track/0XJnlkGnE6acHVTRhpKls7
"Taake Jhanke (From ""Queen"")",Arijit Singh,2024,0,0.512,0.656,0.557,1.82E-06,6,0.0953,-6.782,0.0263,135.922,0.679,Hindi,Neutral,https://open.spotify.com/track/1Zjij0LzN7cz74xtgxPf8m
"Satranga (From ""ANIMAL"")",Arijit Singh,2023,83,0.735,0.273,0.405,0,0,0.189,-5.81,0.0298,89.48,0.534,Hindi,Calm,https://open.spotify.com/track/3yHyiUDJdz02FZ6jfUbsmY
Ve Kamleya,Arijit Singh,2023,57,0.81,0.468,0.658,0.0333,2,0.12,-7.6,0.0668,87.607,0.534,Hindi,Neutral,https://open.spotify.com/track/2e4vEkdm8h8mNnGHSBfTMT
Tum Kya Mile,Arijit Singh,2023,47,0.586,0.271,0.726,0,7,0.353,-6.504,0.0527,87.425,0.532,Hindi,Neutral,https://open.spotify.com/track/13O0A6hqW8oHtQPr2I1vvd
Dil Haareya,Arijit Singh,2023,48,0.675,0.581,0.676,2.58E-06,5,0.358,-7.7,0.0315,101.973,0.458,Hindi,Neutral,https://open.spotify.com/track/7IAQHk6RJXzBm07yJHFoXf
What Jhumka ?,Arijit Singh,2023,45,0.235,0.821,0.823,0,2,0.207,-5.455,0.1,107.953,0.479,Hindi,Energetic,https://open.spotify.com/track/4ebGjbay0OmsBNUwo0M6u6
"Pasoori Nu (From ""Satyaprem Ki Katha"")",Arijit Singh,2023,56,0.45,0.717,0.666,0.00101,11,0.111,-7.54,0.0566,95.989,0.74,Hindi,Energetic,https://open.spotify.com/track/6byRW2mzuc4nBTZ6TN6APu
Tum Kya Mile (Duet),Arijit Singh,2023,41,0.651,0.448,0.697,0,7,0.346,-6.817,0.0492,89.471,0.561,Hindi,Neutral,https://open.spotify.com/track/6byRW2mzuc4nBTZ6TN6APu
Naina,Arijit Singh,2023,58,0.77,0.496,0.445,0,6,0.117,-8.432,0.0334,80.087,0.394,Hindi,Calm,https://open.spotify.com/track/6sKPX8s8UsjGYP6Wt1uwhZ
"Mann Jogiya (From ""Pyaar Hai Toh Hai"")",Arijit Singh,2023,64,0.82,0.555,0.682,7.21E-06,7,0.119,-7.515,0.0609,76.141,0.331,Hindi,Neutral,https://open.spotify.com/track/1oHCAYOHUIrjBcizvDShgD
Atak Gaya,Arijit Singh,2023,57,0.87,0.4,0.366,0.00163,6,0.102,-8.598,0.0342,80.568,0.508,Hindi,Calm,https://open.spotify.com/track/5Z2k12MKbQTUYLKHSPs2jc
Shaayraana,Arijit Singh,2023,51,0.607,0.602,0.665,1.32E-05,2,0.0831,-4.242,0.0487,93.975,0.704,Hindi,Energetic,https://open.spotify.com/track/4zrXk2Sj4PCJCOJ9azRZc3
Bairiya,Arijit Singh,2023,52,0.745,0.56,0.651,2.19E-06,0,0.109,-7.115,0.0706,150.073,0.628,Hindi,Neutral,https://open.spotify.com/track/5oDqm3nmB6euAtKnDH8cQD
"Tere Pyaar Mein (From ""Tu Jhoothi Main Makkaar"")",Arijit Singh,2023,46,0.123,0.68,0.753,0,9,0.173,-5.492,0.0543,118.965,0.413,Hindi,Energetic,https://open.spotify.com/track/2ZD4aIEepqZsdxPxLSuUhm
Pasoori Nu,Arijit Singh,2023,43,0.45,0.717,0.666,0.00101,11,0.111,-7.54,0.0566,95.989,0.74,Hindi,Energetic,https://open.spotify.com/track/6byRW2mzuc4nBTZ6TN6APu
Dil Na Jaaneya - Unplugged,Arijit Singh,2023,51,0.715,0.709,0.263,0,6,0.18,-9.366,0.0311,122.846,0.673,Hindi,Neutral,https://open.spotify.com/track/41v8xHlKWch7OMqL6215cu
In Raahon Mein,Arijit Singh,2023,39,0.0806,0.62,0.832,0,9,0.0685,-4.137,0.04,149.949,0.791,Hindi,Happy,https://open.spotify.com/track/2sxyaKEwEy4xOeg9FOkHcE
Bhool Jaa,Arijit Singh,2023,52,0.392,0.499,0.566,0,0,0.0603,-5.973,0.0325,124.787,0.18,Hindi,Neutral,https://open.spotify.com/track/1loeDOvAGVAdrQDGIJQzwV
"In Raahon Mein (From ""The Archies"")",Arijit Singh,2023,45,0.0806,0.62,0.832,0,9,0.0685,-4.137,0.04,149.949,0.791,Hindi,Happy,https://open.spotify.com/track/25qNCxhu9VzFgcCPawszwh
Nava Durga Gayatri Mantra Jaap,Arijit Singh,2023,30,0.947,0.627,0.526,0.658,5,0.0917,-15.162,0.0462,119.836,0.489,Hindi,Neutral,https://open.spotify.com/track/2UozhIAXupkXrfpnOSG8zT
Tera Hoke Rahoon,Arijit Singh,2023,47,0.746,0.504,0.624,3.01E-05,9,0.333,-7.67,0.0298,129.938,0.418,Hindi,Neutral,https://open.spotify.com/track/79m9xETVQWp7baP3mZedpI
